,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
280,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 2, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,
281,3.632085136151484,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
282,"(22, 1, 0)","(23, 3, 0)","(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
283,3.632085136151484,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
284,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
285,3.632085136151484,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
286,"(20, 1, 0)","(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
287,2.901960540847189,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
288,"(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,,
289,2.901960540847189,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
290,"(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
291,2.41435416225468,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
292,"(5, 0, 0)","(1, 3, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
293,2.41435416225468,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
294,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
295,2.41435416225468,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
296,"(5, 3, 0)","(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,
297,2.41435416225468,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
298,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
299,2.41435416225468,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
300,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,,
301,2.41435416225468,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
302,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
303,2.41435416225468,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
304,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
305,2.41435416225468,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
306,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
307,2.41435416225468,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
308,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,,
309,2.41435416225468,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
310,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
311,2.41435416225468,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
312,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
313,2.41435416225468,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
314,"(22, 3, 0)","(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
315,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
316,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
317,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
318,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
319,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
320,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
321,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
322,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
323,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
324,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
325,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
326,"(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
327,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
328,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
329,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
330,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
331,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
332,"(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
333,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
334,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
335,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
336,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
337,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
338,"(9, 0, 0)","(5, 3, 0)","(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,
339,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
340,"(16, 1, 0)","(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,
341,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
342,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
343,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
344,"(4, 1, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
345,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
346,"(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
347,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
348,"(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,,
349,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
350,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
351,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
352,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
353,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
354,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
355,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
356,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
357,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
358,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
359,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
360,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
361,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
362,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
363,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
364,"(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
365,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
366,"(9, 0, 0)","(5, 3, 0)","(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,
367,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
368,"(23, 0, 0)","(19, 0, 0)","(15, 2, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
369,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
370,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,,
371,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
372,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,,
373,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
374,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 2, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
375,2.5269382699062124,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
376,"(20, 1, 0)","(21, 0, 0)","(17, 2, 0)","(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,
377,3.0070903118247636,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
378,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
379,3.0070903118247636,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
380,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,,
381,3.0070903118247636,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
382,"(20, 1, 0)","(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 3, 0)","(0, 2, 0)","(4, 2, 10)","(8, 2, 10)",,,,,
383,2.8005115764669752,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
384,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
385,2.8005115764669752,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
386,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
387,2.8005115764669752,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
388,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
389,2.8005115764669752,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
390,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
391,2.8005115764669752,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
392,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
393,2.8005115764669752,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
394,"(13, 0, 0)","(9, 0, 0)","(5, 2, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,
395,2.8005115764669752,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
396,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
397,2.8005115764669752,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
398,"(19, 2, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 2, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
399,2.8005115764669752,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
400,"(12, 1, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
401,2.8005115764669752,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
402,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
403,2.8005115764669752,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
404,"(16, 2, 0)","(20, 1, 0)","(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 2, 0)","(9, 2, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 3, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)"
405,3.9170734849034208,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
406,"(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
407,3.9170734849034208,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
408,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 2, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,
409,3.694199943596959,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
410,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
411,3.694199943596959,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
412,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
413,3.694199943596959,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
414,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
415,3.694199943596959,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
416,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
417,3.694199943596959,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
418,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,,
419,3.694199943596959,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
420,"(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
421,3.694199943596959,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
422,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 2, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
423,3.694199943596959,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
424,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
425,3.694199943596959,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
426,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,
427,3.26302438534789,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
428,"(16, 2, 0)","(20, 1, 0)","(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 2, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,
429,2.9835685539993144,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
430,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
431,2.9835685539993144,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
432,"(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
433,2.9835685539993144,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
434,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,,
435,2.9835685539993144,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
436,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
437,2.9835685539993144,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
438,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 3, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,
439,2.811741793221665,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
440,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
441,2.811741793221665,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
442,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
443,2.811741793221665,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
444,"(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
445,2.811741793221665,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
446,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
447,2.811741793221665,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
448,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,,
449,2.811741793221665,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
450,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,,
451,2.811741793221665,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
452,"(19, 0, 0)","(15, 0, 0)","(11, 2, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
453,2.811741793221665,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
454,"(13, 0, 0)","(9, 0, 0)","(5, 2, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,
455,2.811741793221665,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
456,"(0, 2, 0)","(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,
457,2.811741793221665,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
458,"(12, 1, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
459,2.811741793221665,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
460,"(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
461,2.811741793221665,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
462,"(16, 2, 0)","(20, 1, 0)","(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,
463,2.7450932587289385,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
464,"(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
465,2.7450932587289385,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
466,"(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,,
467,2.7450932587289385,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
468,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,,
469,2.7450932587289385,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
470,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,,
471,2.7450932587289385,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
472,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,,
473,2.7450932587289385,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
474,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
475,2.7450932587289385,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
476,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
477,2.7450932587289385,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
478,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
479,2.7450932587289385,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
480,"(15, 2, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
481,2.7450932587289385,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
482,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
483,2.7450932587289385,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
484,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
485,2.7450932587289385,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
486,"(20, 1, 0)","(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,
487,2.724009974628525,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
488,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,
489,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
490,"(16, 1, 0)","(17, 0, 0)","(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
491,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
492,"(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
493,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
494,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
495,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
496,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
497,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
498,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
499,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
500,"(19, 0, 0)","(15, 0, 0)","(11, 2, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 2, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
501,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
502,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
503,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
504,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,,
505,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
506,"(11, 0, 0)","(7, 0, 0)","(3, 2, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
507,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
508,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
509,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
510,"(23, 0, 0)","(19, 2, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
511,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
512,"(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
513,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
514,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,,
515,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
516,"(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,,
517,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
518,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,,
519,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
520,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
521,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
522,"(13, 2, 0)","(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 0, 10)",,,,,,,,,,
523,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
524,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
525,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
526,"(23, 3, 0)","(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
527,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
528,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,,
529,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
530,"(12, 2, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
531,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
532,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 2, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
533,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
534,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
535,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
536,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
537,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
538,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,,
539,2.717350854625674,1.4657600765914585,0.0,2.3807404525801013,,,,,,,,,,,
540,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
