,0,1,2,3,4,5,6,7,8,9,10,11,12,13
50,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,
51,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
52,"(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
53,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
54,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
55,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
56,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
57,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
58,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
59,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
60,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
61,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
62,"(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
63,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
64,"(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,
65,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
66,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
67,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
68,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
69,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
70,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
71,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
72,"(5, 0, 0)","(1, 3, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
73,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
74,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
75,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
76,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
77,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
78,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
79,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
80,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
81,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
82,"(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
83,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
84,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
85,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
86,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
87,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
88,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
89,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
90,"(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
91,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
92,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
93,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
94,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
95,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
96,"(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,
97,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
98,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
99,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
100,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
101,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
102,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
103,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
104,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
105,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
106,"(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
107,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
108,"(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
109,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
110,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
111,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
112,"(5, 2, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
113,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
114,"(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,
115,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
116,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
117,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
118,"(1, 2, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
119,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
120,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
121,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
122,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
123,2.5678744207829993,0.0,0.0,0.0,,,,,,,,,,
124,"(21, 1, 0)","(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
125,2.5678744207829993,0.9672813569844866,0.0,0.0,,,,,,,,,,
126,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
127,2.5678744207829993,0.9672813569844866,0.0,0.0,,,,,,,,,,
128,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
129,2.5678744207829993,0.9672813569844866,0.0,0.0,,,,,,,,,,
130,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
131,2.5678744207829993,0.9672813569844866,0.0,0.0,,,,,,,,,,
132,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
133,2.5678744207829993,0.9672813569844866,0.0,0.0,,,,,,,,,,
134,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
135,2.5678744207829993,0.9672813569844866,0.0,0.0,,,,,,,,,,
136,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
137,2.5678744207829993,0.9672813569844866,0.0,0.0,,,,,,,,,,
138,"(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
139,2.5678744207829993,0.9672813569844866,0.0,0.0,,,,,,,,,,
140,"(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
141,2.5678744207829993,0.9672813569844866,0.0,0.0,,,,,,,,,,
142,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
143,2.5678744207829993,0.9672813569844866,0.0,0.0,,,,,,,,,,
144,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
145,2.5678744207829993,0.9672813569844866,0.0,0.0,,,,,,,,,,
146,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
147,2.5678744207829993,0.9672813569844866,0.0,0.0,,,,,,,,,,
148,"(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,
149,2.5678744207829993,0.9672813569844866,0.0,0.0,,,,,,,,,,
150,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
151,2.5678744207829993,0.9672813569844866,0.0,0.0,,,,,,,,,,
152,"(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
153,2.5678744207829993,0.9672813569844866,0.0,0.0,,,,,,,,,,
154,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
155,2.5678744207829993,0.9672813569844866,0.0,0.0,,,,,,,,,,
156,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,
157,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
158,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
159,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
160,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
161,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
162,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
163,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
164,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
165,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
166,"(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
167,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
168,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
169,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
170,"(7, 2, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
171,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
172,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
173,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
174,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
175,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
176,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
177,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
178,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
179,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
180,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
181,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
182,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
183,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
184,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
185,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
186,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
187,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
188,"(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
189,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
190,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
191,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
192,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
193,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
194,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
195,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
196,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
197,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
198,"(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
199,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
200,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
201,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
202,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
203,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
204,"(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
205,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
206,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
207,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
208,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
209,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
210,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
211,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
212,"(20, 0, 0)","(16, 0, 0)","(12, 2, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,
213,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
214,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
215,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
216,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
217,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
218,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
219,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
220,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
221,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
222,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
223,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
224,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
225,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
226,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
227,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
228,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
229,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
230,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
231,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
232,"(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
233,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
234,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
235,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
236,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
237,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
238,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
239,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
240,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
241,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
242,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
243,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
244,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
245,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
246,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
247,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
248,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
249,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
250,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
251,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
252,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
253,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
254,"(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
255,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
256,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
257,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
258,"(5, 0, 0)","(1, 2, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
259,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
260,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
261,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
262,"(15, 0, 0)","(11, 0, 0)","(7, 2, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
263,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
264,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
265,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
266,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
267,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
268,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
269,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
270,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
271,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
272,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
273,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
274,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
275,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
276,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
277,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
278,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
279,2.6702990209117266,0.9672813569844866,0.0,0.0,,,,,,,,,,
280,"(22, 3, 0)","(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 2, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,
281,2.7010707146749495,0.9672813569844866,0.0,0.0,,,,,,,,,,
282,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
283,2.7010707146749495,0.9672813569844866,0.0,0.0,,,,,,,,,,
284,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
285,2.7010707146749495,0.9672813569844866,0.0,0.0,,,,,,,,,,
286,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
287,2.7010707146749495,0.9672813569844866,0.0,0.0,,,,,,,,,,
288,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
289,2.7010707146749495,0.9672813569844866,0.0,0.0,,,,,,,,,,
290,"(22, 3, 0)","(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 2, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,
291,2.7103155169224293,0.9672813569844866,0.0,0.0,,,,,,,,,,
292,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
293,2.7103155169224293,0.9672813569844866,0.0,0.0,,,,,,,,,,
294,"(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
295,2.7103155169224293,0.9672813569844866,0.0,0.0,,,,,,,,,,
296,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
297,2.7103155169224293,0.9672813569844866,0.0,0.0,,,,,,,,,,
298,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
299,2.7103155169224293,0.9672813569844866,0.0,0.0,,,,,,,,,,
300,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,
301,2.7130929458326682,0.9672813569844866,0.0,0.0,,,,,,,,,,
302,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
303,2.7130929458326682,0.9672813569844866,0.0,0.0,,,,,,,,,,
304,"(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
