,0,1,2,3,4,5,6,7,8,9,10,11,12,13
23508,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
23509,1.9990469626527623,2.109940272405343,0.0,1.948731689355807,,,,,,,,,,
23510,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
23511,1.9990469626527623,2.109940272405343,0.0,1.948731689355807,,,,,,,,,,
23512,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
23513,1.9990469626527623,2.109940272405343,0.0,1.948731689355807,,,,,,,,,,
23514,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
23515,1.9990469626527623,2.109940272405343,0.0,1.948731689355807,,,,,,,,,,
23516,"(17, 0, 0)","(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
23517,1.9990469626527623,2.109940272405343,0.0,1.948731689355807,,,,,,,,,,
23518,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
23519,1.9990469626527623,2.109940272405343,0.0,1.948731689355807,,,,,,,,,,
23520,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
23521,1.9990469626527623,2.109940272405343,0.0,1.948731689355807,,,,,,,,,,
23522,"(5, 2, 0)","(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
23523,1.9990469626527623,2.109940272405343,0.0,1.948731689355807,,,,,,,,,,
23524,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
23525,1.9990469626527623,2.109940272405343,0.0,1.948731689355807,,,,,,,,,,
23526,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
23527,1.9990469626527623,2.109940272405343,0.0,1.948731689355807,,,,,,,,,,
23528,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
23529,1.9990469626527623,2.109940272405343,0.0,1.948731689355807,,,,,,,,,,
23530,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
23531,1.9990469626527623,2.109940272405343,0.0,1.948731689355807,,,,,,,,,,
23532,"(21, 1, 0)","(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
23533,1.9990469626527623,2.1103878079447993,0.0,1.948731689355807,,,,,,,,,,
23534,"(17, 0, 0)","(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
23535,1.9990469626527623,2.1103878079447993,0.0,1.948731689355807,,,,,,,,,,
23536,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
23537,1.9990469626527623,2.1103878079447993,0.0,1.948731689355807,,,,,,,,,,
23538,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
23539,1.9990469626527623,2.1103878079447993,0.0,1.948731689355807,,,,,,,,,,
23540,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
23541,1.9990469626527623,2.1103878079447993,0.0,1.948731689355807,,,,,,,,,,
23542,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
23543,1.9990469626527623,2.1103878079447993,0.0,1.948731689355807,,,,,,,,,,
23544,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
23545,1.9990469626527623,2.1103878079447993,0.0,1.948731689355807,,,,,,,,,,
23546,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
23547,1.9990469626527623,2.1103878079447993,0.0,1.948731689355807,,,,,,,,,,
23548,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
23549,1.9990469626527623,2.1103878079447993,0.0,1.948731689355807,,,,,,,,,,
23550,"(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,
23551,1.9990469626527623,2.1103878079447993,0.0,1.948731689355807,,,,,,,,,,
23552,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
23553,1.9990469626527623,2.1103878079447993,0.0,1.948731689355807,,,,,,,,,,
23554,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
23555,1.9990469626527623,2.1103878079447993,0.0,1.948731689355807,,,,,,,,,,
23556,"(17, 0, 0)","(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
23557,1.9990469626527623,2.1103878079447993,0.0,1.948731689355807,,,,,,,,,,
23558,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
23559,1.9990469626527623,2.1103878079447993,0.0,1.948731689355807,,,,,,,,,,
23560,"(21, 1, 0)","(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
23561,1.9990469626527623,2.1106695923815213,0.0,1.948731689355807,,,,,,,,,,
23562,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
23563,1.9990469626527623,2.1106695923815213,0.0,1.948731689355807,,,,,,,,,,
23564,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
23565,1.9990469626527623,2.1106695923815213,0.0,1.948731689355807,,,,,,,,,,
23566,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
23567,1.9990469626527623,2.1106695923815213,0.0,1.948731689355807,,,,,,,,,,
23568,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
23569,1.9990469626527623,2.1106695923815213,0.0,1.948731689355807,,,,,,,,,,
23570,"(5, 3, 0)","(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,
23571,1.9990469626527623,2.1106695923815213,0.0,1.948731689355807,,,,,,,,,,
23572,"(9, 3, 10)","(8, 3, 10)",,,,,,,,,,,,
23573,1.9990469626527623,2.1106695923815213,0.0,1.948731689355807,,,,,,,,,,
23574,"(21, 1, 0)","(22, 1, 0)","(23, 0, 0)","(19, 2, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,
23575,1.9990469626527623,2.1065382841958495,0.0,1.948731689355807,,,,,,,,,,
23576,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
23577,1.9990469626527623,2.1065382841958495,0.0,1.948731689355807,,,,,,,,,,
23578,"(21, 1, 0)","(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 2, 0)","(11, 0, 0)","(7, 0, 0)","(3, 2, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",
23579,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23580,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
23581,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23582,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
23583,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23584,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
23585,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23586,"(17, 0, 0)","(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
23587,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23588,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
23589,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23590,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
23591,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23592,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
23593,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23594,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
23595,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23596,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
23597,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23598,"(23, 0, 0)","(19, 2, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
23599,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23600,"(12, 2, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
23601,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23602,"(20, 0, 0)","(16, 0, 0)","(12, 1, 0)","(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,
23603,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23604,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
23605,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23606,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
23607,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23608,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
23609,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23610,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
23611,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23612,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
23613,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23614,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 2, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
23615,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23616,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
23617,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23618,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 2, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
23619,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23620,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
23621,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23622,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
23623,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23624,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
23625,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23626,"(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,
23627,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23628,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
23629,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23630,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
23631,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23632,"(0, 1, 0)","(1, 2, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
23633,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23634,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
23635,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23636,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
23637,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23638,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
23639,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23640,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
23641,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23642,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
23643,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23644,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
23645,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23646,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
23647,1.9990469626527623,2.100945104492551,0.0,1.948731689355807,,,,,,,,,,
23648,"(22, 3, 0)","(21, 3, 0)","(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,
23649,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23650,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
23651,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23652,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
23653,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23654,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
23655,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23656,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
23657,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23658,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
23659,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23660,"(9, 0, 0)","(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
23661,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23662,"(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,
23663,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23664,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
23665,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23666,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 2, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
23667,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23668,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
23669,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23670,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
23671,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23672,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
23673,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23674,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
23675,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23676,"(17, 0, 0)","(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
23677,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23678,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
23679,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23680,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
23681,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23682,"(17, 0, 0)","(13, 3, 0)","(12, 2, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,
23683,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23684,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
23685,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23686,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
23687,1.9990469626527623,2.100945104492551,0.0,1.8972279911355032,,,,,,,,,,
23688,"(21, 1, 0)","(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
23689,1.9990469626527623,2.084675375009451,0.0,1.8972279911355032,,,,,,,,,,
23690,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
23691,1.9990469626527623,2.084675375009451,0.0,1.8972279911355032,,,,,,,,,,
23692,"(17, 0, 0)","(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
23693,1.9990469626527623,2.084675375009451,0.0,1.8972279911355032,,,,,,,,,,
23694,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
23695,1.9990469626527623,2.084675375009451,0.0,1.8972279911355032,,,,,,,,,,
23696,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
23697,1.9990469626527623,2.084675375009451,0.0,1.8972279911355032,,,,,,,,,,
23698,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
23699,1.9990469626527623,2.084675375009451,0.0,1.8972279911355032,,,,,,,,,,
23700,"(5, 0, 0)","(1, 2, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
23701,1.9990469626527623,2.084675375009451,0.0,1.8972279911355032,,,,,,,,,,
23702,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
23703,1.9990469626527623,2.084675375009451,0.0,1.8972279911355032,,,,,,,,,,
23704,"(9, 3, 10)","(8, 3, 10)",,,,,,,,,,,,
23705,1.9990469626527623,2.084675375009451,0.0,1.8972279911355032,,,,,,,,,,
23706,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
23707,1.9990469626527623,2.084675375009451,0.0,1.8972279911355032,,,,,,,,,,
23708,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
23709,1.9990469626527623,2.084675375009451,0.0,1.8972279911355032,,,,,,,,,,
23710,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
23711,1.9990469626527623,2.084675375009451,0.0,1.8972279911355032,,,,,,,,,,
23712,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
23713,1.9990469626527623,2.084675375009451,0.0,1.8972279911355032,,,,,,,,,,
23714,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
23715,1.9990469626527623,2.084675375009451,0.0,1.8972279911355032,,,,,,,,,,
23716,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
23717,1.9990469626527623,2.084675375009451,0.0,1.8972279911355032,,,,,,,,,,
23718,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
23719,1.9990469626527623,2.084675375009451,0.0,1.8972279911355032,,,,,,,,,,
23720,"(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,
23721,1.9990469626527623,2.084675375009451,0.0,1.8972279911355032,,,,,,,,,,
23722,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
23723,1.9990469626527623,2.084675375009451,0.0,1.8972279911355032,,,,,,,,,,
23724,"(21, 1, 0)","(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
23725,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23726,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
23727,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23728,"(17, 0, 0)","(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
23729,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23730,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
23731,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23732,"(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,
23733,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23734,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
23735,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23736,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
23737,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23738,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
23739,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23740,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
23741,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23742,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
23743,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23744,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
23745,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23746,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
23747,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23748,"(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,
23749,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23750,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
23751,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23752,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
23753,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23754,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
23755,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23756,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
23757,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23758,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
23759,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23760,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
23761,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23762,"(9, 3, 10)","(8, 3, 10)",,,,,,,,,,,,
23763,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23764,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
23765,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23766,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
23767,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23768,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
23769,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23770,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
23771,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23772,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
23773,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23774,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
23775,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23776,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
23777,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23778,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
23779,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23780,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
23781,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23782,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
23783,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23784,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
23785,1.9990469626527623,2.086769057514119,0.0,1.8972279911355032,,,,,,,,,,
23786,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
