,0,1,2,3,4,5,6,7,8,9,10,11,12,13
2308,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
2309,1.9999356497223657,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2310,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
2311,1.9999356497223657,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2312,"(20, 1, 0)","(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,
2313,1.9999612329233545,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2314,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
2315,1.9999612329233545,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2316,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
2317,1.9999612329233545,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2318,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
2319,1.9999612329233545,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2320,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
2321,1.9999612329233545,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2322,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
2323,1.9999612329233545,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2324,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
2325,1.9999612329233545,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2326,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
2327,1.9999612329233545,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2328,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
2329,1.9999612329233545,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2330,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
2331,1.9999612329233545,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2332,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
2333,1.9999612329233545,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2334,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
2335,1.9999612329233545,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2336,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
2337,1.9999612329233545,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2338,"(22, 3, 0)","(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,
2339,1.999976645445922,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2340,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
2341,1.999976645445922,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2342,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
2343,1.999976645445922,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2344,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
2345,1.999976645445922,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2346,"(20, 1, 0)","(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,
2347,1.9999859305854653,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2348,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
2349,1.9999859305854653,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2350,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
2351,1.9999859305854653,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2352,"(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
2353,1.9999915242836848,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2354,"(20, 1, 0)","(21, 0, 0)","(17, 2, 0)","(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,
2355,1.9999892175874048,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2356,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
2357,1.9999892175874048,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2358,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
2359,1.9999892175874048,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2360,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
2361,1.9999892175874048,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2362,"(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
2363,1.9999892175874048,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2364,"(20, 1, 0)","(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,
2365,1.999993467004044,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2366,"(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 1, 0)","(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,
2367,1.999993522412449,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2368,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
2369,1.999993522412449,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2370,"(22, 3, 0)","(21, 0, 0)","(17, 2, 0)","(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,
2371,1.9999880259833356,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2372,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
2373,1.9999880259833356,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2374,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
2375,1.9999880259833356,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2376,"(9, 1, 10)","(8, 1, 10)",,,,,,,,,,,,
2377,1.9999880259833356,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2378,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
2379,1.9999880259833356,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2380,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
2381,1.9999880259833356,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2382,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
2383,1.9999880259833356,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2384,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
2385,1.9999880259833356,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2386,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
2387,1.9999880259833356,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2388,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
2389,1.9999880259833356,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2390,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
2391,1.9999880259833356,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2392,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
2393,1.9999880259833356,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2394,"(20, 1, 0)","(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,
2395,1.9999884200820306,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2396,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
2397,1.9999884200820306,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2398,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
2399,1.9999884200820306,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2400,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
2401,1.9999884200820306,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2402,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
2403,1.9999884200820306,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2404,"(22, 3, 0)","(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,
2405,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2406,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
2407,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2408,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
2409,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2410,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
2411,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2412,"(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
2413,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2414,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
2415,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2416,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
2417,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2418,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
2419,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2420,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
2421,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2422,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
2423,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2424,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
2425,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2426,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
2427,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2428,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
2429,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2430,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
2431,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2432,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
2433,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2434,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
2435,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2436,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
2437,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2438,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
2439,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2440,"(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
2441,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2442,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
2443,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2444,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
2445,1.999989239221453,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2446,"(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
2447,1.9999918677940958,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2448,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
2449,1.9999918677940958,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2450,"(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
2451,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2452,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
2453,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2454,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
2455,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2456,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
2457,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2458,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
2459,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2460,"(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
2461,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2462,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
2463,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2464,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
2465,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2466,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
2467,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2468,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
2469,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2470,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
2471,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2472,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
2473,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2474,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
2475,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2476,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
2477,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2478,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
2479,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2480,"(9, 1, 0)","(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
2481,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2482,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
2483,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2484,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
2485,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2486,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
2487,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2488,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
2489,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2490,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
2491,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2492,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
2493,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2494,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
2495,1.9999939412019319,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2496,"(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
2497,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2498,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
2499,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2500,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
2501,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2502,"(11, 0, 0)","(7, 2, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
2503,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2504,"(9, 1, 10)","(8, 1, 10)",,,,,,,,,,,,
2505,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2506,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
2507,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2508,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
2509,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2510,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
2511,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2512,"(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
2513,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2514,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
2515,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2516,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
2517,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2518,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
2519,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2520,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
2521,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2522,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
2523,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2524,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
2525,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2526,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
2527,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2528,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
2529,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2530,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
2531,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2532,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
2533,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2534,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
2535,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2536,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
2537,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2538,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
2539,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2540,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
2541,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2542,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
2543,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2544,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
2545,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2546,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
2547,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2548,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
2549,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2550,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
2551,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2552,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
2553,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2554,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
2555,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2556,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
2557,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2558,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
2559,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2560,"(13, 2, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
2561,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2562,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
2563,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2564,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
2565,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2566,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
2567,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2568,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
2569,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2570,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
2571,1.9999958939488227,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2572,"(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
2573,1.9999974311818352,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2574,"(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
2575,1.9999983952106375,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2576,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
2577,1.9999983952106375,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2578,"(20, 1, 0)","(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,
2579,1.9999989987956959,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2580,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
2581,1.9999989987956959,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2582,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
2583,1.9999989987956959,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2584,"(9, 0, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
2585,1.9999989987956959,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2586,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
2587,1.9999989987956959,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2588,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
2589,1.9999989987956959,1.0049631285826601,0.0,1.174115108055317,,,,,,,,,,
2590,"(20, 1, 0)","(21, 3, 0)","(20, 1, 0)","(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,
2591,1.999998205134842,1.0049631285826601,0.0,1.2691076334859177,,,,,,,,,,
2592,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
2593,1.999998205134842,1.0049631285826601,0.0,1.2691076334859177,,,,,,,,,,
2594,"(20, 1, 0)","(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,
2595,1.9999989006545165,1.0049631285826601,0.0,1.2691076334859177,,,,,,,,,,
