,0,1,2,3,4,5,6,7,8,9,10,11,12
7538,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
7539,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7540,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
7541,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7542,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7543,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7544,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
7545,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7546,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
7547,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7548,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
7549,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7550,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7551,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7552,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
7553,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7554,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
7555,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7556,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
7557,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7558,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
7559,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7560,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
7561,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7562,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
7563,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7564,"(9, 3, 10)","(8, 3, 10)",,,,,,,,,,,
7565,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7566,"(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,
7567,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7568,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,
7569,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7570,"(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,
7571,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7572,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7573,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7574,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
7575,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7576,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
7577,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7578,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
7579,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7580,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
7581,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7582,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
7583,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7584,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7585,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7586,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7587,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7588,"(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,,
7589,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7590,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
7591,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7592,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
7593,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7594,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
7595,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7596,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
7597,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7598,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
7599,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7600,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
7601,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7602,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
7603,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7604,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
7605,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7606,"(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,
7607,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7608,"(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,,
7609,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7610,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
7611,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7612,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
7613,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7614,"(9, 3, 10)","(8, 3, 10)",,,,,,,,,,,
7615,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7616,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
7617,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7618,"(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,,
7619,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7620,"(15, 0, 0)","(11, 2, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
7621,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7622,"(9, 3, 10)","(8, 3, 10)",,,,,,,,,,,
7623,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7624,"(3, 2, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
7625,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7626,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
7627,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7628,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
7629,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7630,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
7631,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7632,"(9, 3, 10)","(8, 3, 10)",,,,,,,,,,,
7633,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7634,"(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,,
7635,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7636,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
7637,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7638,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
7639,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7640,"(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,
7641,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7642,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
7643,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7644,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
7645,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7646,"(0, 1, 0)","(1, 2, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,
7647,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7648,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
7649,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7650,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
7651,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7652,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
7653,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7654,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7655,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7656,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
7657,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7658,"(12, 1, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,
7659,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7660,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
7661,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7662,"(5, 3, 0)","(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,
7663,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7664,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7665,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7666,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
7667,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7668,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
7669,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7670,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
7671,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7672,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7673,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7674,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
7675,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7676,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,
7677,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7678,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
7679,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7680,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
7681,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7682,"(16, 1, 0)","(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,
7683,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7684,"(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,
7685,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7686,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
7687,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7688,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
7689,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7690,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
7691,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7692,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
7693,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7694,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7695,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7696,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
7697,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7698,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
7699,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7700,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7701,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7702,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
7703,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7704,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7705,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7706,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
7707,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7708,"(9, 3, 10)","(8, 3, 10)",,,,,,,,,,,
7709,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7710,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
7711,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7712,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
7713,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7714,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7715,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7716,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,
7717,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7718,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
7719,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7720,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
7721,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7722,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7723,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7724,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
7725,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7726,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,
7727,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7728,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
7729,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7730,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
7731,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7732,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
7733,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7734,"(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,
7735,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7736,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7737,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7738,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
7739,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7740,"(9, 3, 10)","(8, 3, 10)",,,,,,,,,,,
7741,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7742,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
7743,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7744,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7745,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7746,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
7747,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7748,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
7749,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7750,"(1, 2, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
7751,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7752,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 2, 0)","(7, 2, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",
7753,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7754,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
7755,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7756,"(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,
7757,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7758,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 2, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,
7759,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7760,"(17, 0, 0)","(13, 2, 0)","(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,
7761,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7762,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
7763,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7764,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
7765,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7766,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
7767,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7768,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
7769,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7770,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
7771,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7772,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
7773,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7774,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
7775,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7776,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
7777,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7778,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
7779,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7780,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
7781,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7782,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7783,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7784,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,
7785,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7786,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7787,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7788,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
7789,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7790,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7791,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7792,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7793,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7794,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
7795,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7796,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
7797,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7798,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
7799,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7800,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
7801,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7802,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
7803,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7804,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
7805,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7806,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
7807,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7808,"(9, 3, 10)","(8, 3, 10)",,,,,,,,,,,
7809,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7810,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
7811,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7812,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
7813,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7814,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
7815,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7816,"(9, 2, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,
7817,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7818,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
7819,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7820,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,
7821,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7822,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
7823,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7824,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
7825,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7826,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7827,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7828,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7829,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7830,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
7831,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7832,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
7833,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7834,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
7835,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7836,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
7837,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7838,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
7839,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7840,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
7841,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7842,"(9, 3, 10)","(8, 3, 10)",,,,,,,,,,,
7843,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7844,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
7845,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7846,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
7847,2.0,1.8472222222222199,0.0,1.3927815755208335,,,,,,,,,
7848,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
