,0,1,2,3,4,5,6,7,8,9,10,11,12
4657,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4658,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
4659,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4660,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
4661,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4662,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
4663,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4664,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
4665,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4666,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,
4667,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4668,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,
4669,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4670,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
4671,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4672,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
4673,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4674,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
4675,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4676,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
4677,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4678,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
4679,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4680,"(13, 0, 0)","(9, 2, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,
4681,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4682,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
4683,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4684,"(9, 3, 10)","(8, 3, 10)",,,,,,,,,,,
4685,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4686,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
4687,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4688,"(16, 0, 0)","(12, 2, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,
4689,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4690,"(0, 1, 0)","(1, 3, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,
4691,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4692,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
4693,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4694,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
4695,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4696,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
4697,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4698,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
4699,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4700,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
4701,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4702,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
4703,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4704,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
4705,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4706,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
4707,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4708,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
4709,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4710,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
4711,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4712,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
4713,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4714,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
4715,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4716,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
4717,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4718,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
4719,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4720,"(12, 2, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
4721,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4722,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
4723,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4724,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
4725,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4726,"(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,
4727,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4728,"(20, 0, 0)","(16, 0, 0)","(12, 2, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,
4729,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4730,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
4731,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4732,"(9, 3, 10)","(8, 3, 10)",,,,,,,,,,,
4733,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4734,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,
4735,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4736,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
4737,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4738,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,
4739,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4740,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
4741,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4742,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
4743,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4744,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
4745,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4746,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
4747,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4748,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
4749,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4750,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
4751,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4752,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
4753,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4754,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
4755,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4756,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
4757,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4758,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
4759,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4760,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
4761,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4762,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
4763,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4764,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
4765,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4766,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
4767,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4768,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
4769,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4770,"(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,
4771,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4772,"(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,,
4773,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4774,"(11, 0, 0)","(7, 2, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
4775,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4776,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
4777,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4778,"(9, 3, 10)","(8, 3, 10)",,,,,,,,,,,
4779,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4780,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
4781,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4782,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
4783,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4784,"(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,
4785,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4786,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
4787,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4788,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
4789,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4790,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
4791,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4792,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
4793,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4794,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
4795,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4796,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
4797,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4798,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
4799,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4800,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
4801,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4802,"(9, 3, 10)","(8, 3, 10)",,,,,,,,,,,
4803,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4804,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
4805,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4806,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
4807,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4808,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
4809,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4810,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
4811,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4812,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
4813,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4814,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
4815,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4816,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,
4817,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4818,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
4819,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4820,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
4821,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4822,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
4823,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4824,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
4825,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4826,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
4827,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4828,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,
4829,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4830,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
4831,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4832,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
4833,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4834,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,
4835,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4836,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,
4837,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4838,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
4839,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4840,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
4841,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4842,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
4843,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4844,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
4845,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4846,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
4847,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4848,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
4849,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4850,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
4851,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4852,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
4853,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4854,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
4855,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4856,"(11, 2, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
4857,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4858,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
4859,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4860,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
4861,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4862,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
4863,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4864,"(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,
4865,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4866,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
4867,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4868,"(17, 2, 0)","(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,
4869,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4870,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
4871,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4872,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
4873,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4874,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,
4875,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4876,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
4877,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4878,"(11, 0, 0)","(7, 0, 0)","(3, 2, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
4879,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4880,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
4881,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4882,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
4883,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4884,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
4885,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4886,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
4887,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4888,"(21, 0, 0)","(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,
4889,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4890,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
4891,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4892,"(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
4893,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4894,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
4895,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4896,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
4897,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4898,"(9, 3, 10)","(8, 3, 10)",,,,,,,,,,,
4899,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4900,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
4901,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4902,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
4903,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4904,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
4905,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4906,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
4907,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4908,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
4909,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4910,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
4911,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4912,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
4913,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4914,"(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,
4915,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4916,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
4917,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4918,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
4919,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4920,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
4921,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4922,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
4923,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4924,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
4925,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4926,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,
4927,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4928,"(0, 1, 0)","(1, 3, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,
4929,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4930,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
4931,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4932,"(4, 0, 0)","(0, 2, 0)","(4, 0, 0)","(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,
4933,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4934,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
4935,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4936,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 2, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,
4937,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4938,"(11, 0, 0)","(7, 0, 0)","(3, 2, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
4939,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4940,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
4941,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4942,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
4943,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4944,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
4945,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4946,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
4947,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4948,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
4949,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4950,"(17, 0, 0)","(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,
4951,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4952,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
4953,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4954,"(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,,
4955,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4956,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
4957,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4958,"(23, 0, 0)","(19, 0, 0)","(15, 2, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,
4959,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4960,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
4961,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4962,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
4963,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4964,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
4965,2.0,1.5833333333333313,0.0,1.3927815755208335,,,,,,,,,
4966,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
