,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,0.0,0.0,19.0,0.0,0.0,-5.151434834260727e-17,0.0,0.5198400000000001,10.0,0.0,0.0,0.169632,0.21600000000000003,0.0,0.0,0.0569088,7.993605777301128e-18,0.0,0.0,0.014008320000000003,-0.010529999999999994,0.0,0.0,0.003502080000000001,0.0,0.0,0.0,0.0,0.0,8.060433248529668e-17,0.0,0.6640086553652746,0.0,0.0,0.0,0.25307630267569503,0.5849307651337892,0.0,0.0,0.09600826332436183,2.5418046372135065e-17,0.0,0.0,0.0320970933795819,0.05987611460340423,0.0,0.0,0.010506240000000003
1,0.0,0.0,19.0,0.0,0.051749798400000026,0.31190400000000007,0.0,0.7831800000000001,10.0,0.1684084361472,0.0,0.21775003200000007,0.45,0.028126447718400015,0.0,0.050263876800000024,0.005400000000000013,-0.004442931394559996,0.0,0.018330981120000006,-0.02105999999999999,0.00040439778508800017,0.0,0.004272537600000002,0.0,0.0,0.0,0.0,0.14178686246513358,0.7197500302077104,0.0,0.7337872811653254,0.0,0.40090536153276524,0.0,0.25284043235009185,0.846,0.09020770655537062,0.0,0.11552975736396748,0.05372932160375749,0.05188110898785439,0.0,0.034889063553660386,0.08335788145100614,0.002753426188217805,0.0,0.011589503987531231
2,0.0,0.0,19.0,0.0,0.05684852592000006,0.5195664000000001,0.0,0.9244944,10.0,0.2263148689075201,0.0,0.21651062400000012,0.8298000000000001,0.03931232384497373,0.0,0.03309684480000004,0.014040000000000026,0.0007923279974400058,0.0,0.019663960320000003,-0.05443199999999997,0.0015767015546880006,0.0,0.005253120000000003,0.0,0.0,0.0,0.0,0.15412423398091293,0.8516412116795665,0.0,0.7787710048124803,0.0,0.45476777938422364,0.0,0.25301991317612815,1.0374294963996349,0.1043887242980647,0.0,0.1270058533236838,0.08032034860482119,0.05793205977772912,0.0,0.03506798075698285,0.1258366392431075,0.00842535610622853,0.0,0.012622071565315106
3,0.0,0.0,19.0,0.0,0.06317517024000005,0.7644657600000002,0.0,1.12936608,10.0,0.26053453418112005,0.0,0.20803162320000013,0.9946800000000002,0.037343887803442326,0.0,0.001162964160000075,0.018360000000000033,0.0019851637178880076,0.0,0.019138648320000003,-0.06145199999999998,0.003209617797120001,0.0,0.005883494400000002,0.0,0.0,0.0,0.0,0.19753395420104095,0.9501733776999346,0.0,0.8897430421452668,0.0,0.4683172388651494,0.0,0.2728046985443121,1.0933414551730853,0.13441153951836468,0.0,0.13517380580263647,0.09043025157545456,0.06473903758820253,0.0,0.033623908876566015,0.13223227327698783,0.011718585890842185,0.0,0.01320502441372316
4,0.0,0.0,19.0,0.0,0.06396642144000007,0.9513236160000003,0.0,1.31653584,10.0,0.26863490705472015,0.0,0.2569054752000002,1.2558600000000002,0.03444467621048234,0.0,-0.012424285439999896,0.057888000000000044,-0.0035987680581119914,0.0,0.014283887731200007,-0.07025399999999998,0.003617929681920001,0.0,0.0059036313600000015,0.0,0.0,0.0,0.0,0.22397028821056414,1.0007822060022002,0.0,1.0382735146891375,0.0,0.483736422571045,0.0,0.32801471470281757,1.194917645865187,0.13673807933663842,0.0,0.1511950601045471,0.1848758119819897,0.076915004544141,0.0,0.03874695182965976,0.13823049693898948,0.012296720946179517,0.0,0.01294486449143852
5,0.0,0.0,19.0,0.0,0.06487118928000009,1.1688082560000002,0.0,1.4845831487999999,10.0,0.27282986141505855,0.0,0.2913964214400002,1.4462280000000005,0.022666564400192827,0.0,-0.016159833791999877,0.10123200000000004,-0.01155243698611199,0.0,0.015199900531200006,-0.06892199999999997,0.0036695678515200015,0.0,0.006414059520000002,0.0,0.0,0.0,0.0,0.23305624791912183,1.0211464976707822,0.0,1.0710993803524702,0.0,0.46995810617636585,0.0,0.37117194696761185,1.2370948203011762,0.14623550636084512,0.0,0.16022943494506572,0.2512909751184869,0.08484035844578346,0.0,0.03868185740723966,0.14941632814388117,0.012400249336615007,0.0,0.013222341310081966
6,0.0,0.0,19.0,0.0,0.0667490976000001,1.2993504768,0.0,1.7314797888000002,10.0,0.31822104153298403,0.0,0.3343233038400002,1.7648280000000003,0.012679879547728468,0.0,-0.020844429407999857,0.14558400000000005,-0.02659774617331198,0.0,0.006314342267831292,-0.09066599999999994,0.003474199065600001,0.0,0.0064138608162525165,0.0,0.0,0.0,0.0,0.2441335811811963,1.082197360268223,0.0,1.100067046041347,0.0,0.531414544114377,0.0,0.4432520146900189,1.2396302806950144,0.14887857893490988,0.0,0.15895423280871532,0.27427290304366564,0.10133966491767661,0.0,0.06414625479565422,0.1664685028586489,0.01200338013177021,0.0,0.012888713605561089
7,0.0,0.0,19.0,0.0,0.0783112147200001,1.5037935897599999,0.0,1.96900792704,10.0,0.34423739202828096,0.0,0.4235747428800002,2.002536,0.012288107110843646,0.0,-0.026013559679999826,0.19612800000000002,-0.03477954584009563,0.0,0.0018384874735912948,-0.09417599999999995,0.0023149390300457153,0.0,0.0036900504560788026,0.0,0.0,0.0,0.0,0.2593755181005951,1.1629966240100735,0.0,1.1538334959180951,0.0,0.5481545550063118,0.0,0.4889463891437679,1.3062047854390981,0.21546690713803318,0.0,0.18392597151410636,0.3331836388780217,0.12973125499747132,0.0,0.07334663190767118,0.16821110850357054,0.014512813035907289,0.0,0.028276200727454123
8,0.0,0.0,19.0,0.0,0.09463130424000013,1.77232214016,0.0,2.16339416064,10.0,0.40448015873660154,0.0,0.4874134396320002,2.198862,0.051455953933990856,0.0,-0.047065179254399785,0.2353104,-0.027105474508327648,0.0,-0.00301400003700195,-0.10149191999999994,0.004205799485619129,0.0,0.003982999451841505,0.0,0.0,0.0,0.0,0.2773336194648088,1.1475930448814557,0.0,1.1840594611317068,0.0,0.6076487259243114,0.0,0.5069183833679899,1.306276856319517,0.2801679870913013,0.0,0.19553663801122326,0.3989319351315961,0.15440301170891857,0.0,0.08737531002733147,0.17303593080558033,0.020010874269583177,0.0,0.02834460479191908
9,0.0,0.0,19.0,0.0,0.11207087467200014,1.9417086662399998,0.0,2.4055664509440002,10.0,0.4678693224308815,0.0,0.5705256673152003,2.451114,0.07447244560018954,0.0,-0.05349568705919976,0.280584,-0.02753712556804028,0.0,-0.006368392650313951,-0.10827431999999995,0.003781685508853223,0.0,0.004694209123806763,0.0,0.0,0.0,0.0,0.3058232378494575,1.1890978608811549,0.0,1.2106030204766893,0.0,0.6365961897454483,0.0,0.5642217068375861,1.2346414758155502,0.32863593834918126,0.0,0.235940804095966,0.4310330317922282,0.1615507653216124,0.0,0.10319219762360056,0.17372202454374513,0.01937936912381316,0.0,0.023296729006307193
