,0,1,2,3
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.08755200000000003,0.2626560000000001
3,0.0,0.0,0.08755200000000003,0.2626560000000001
4,0.0,0.0,0.17604792000000008,0.3497471855402667
5,0.002581908480000001,0.007745725440000002,0.23328504000000017,0.3166493205470154
6,0.002581908480000001,0.007745725440000002,0.28889424000000014,0.37299372224410227
7,0.002581908480000001,0.007745725440000002,0.29747160000000017,0.3834650863188253
8,0.002581908480000001,0.007745725440000002,0.29747160000000017,0.3834650863188253
9,0.002581908480000001,0.007745725440000002,0.29747160000000017,0.3834650863188253
10,0.002581908480000001,0.007745725440000002,0.29841552000000016,0.3827426191383157
11,0.054776033280000025,0.1559118832176658,0.34900142400000017,0.3732707836982055
12,0.054776033280000025,0.1559118832176658,0.34900142400000017,0.3732707836982055
13,0.07640307072000005,0.2207371134249737,0.3970666512000002,0.45085294220589434
14,0.11434387935744003,0.3345138578767399,0.3970666512000002,0.45085294220589434
15,0.11434387935744003,0.3345138578767399,0.6046786321920002,0.63354214748169
16,0.12787140229632005,0.3323445307229839,0.8610563877120002,0.7736771668705827
17,0.12787140229632005,0.3323445307229839,0.9667384917120005,0.7041990119826788
18,0.12787140229632005,0.3323445307229839,0.9667384917120005,0.7041990119826788
19,0.11434387935744003,0.3345138578767399,1.1318321134080005,0.7752234299879813
20,0.13156878424780805,0.3861767195584738,1.3844597021280003,0.7484582373998698
21,0.13156878424780805,0.3861767195584738,1.5042625210080005,0.8194052582995949
22,0.13156878424780805,0.3861767195584738,1.5042625210080005,0.8194052582995949
23,0.13156878424780805,0.3861767195584738,1.6457936395680004,0.7960087125498144
24,0.13156878424780805,0.3861767195584738,1.7003041166880002,0.835952604991521
25,0.12898687576780804,0.3869606273034241,1.9888987471338246,0.7332453387955603
26,0.12898687576780804,0.3869606273034241,2.1340770711229444,0.6526369389564567
27,0.12898687576780804,0.3869606273034241,2.1951513602933765,0.6613191478862152
28,0.12898687576780804,0.3869606273034241,2.29591241173129,0.7370512523561857
29,0.14054044467363844,0.42162133402091534,2.29591241173129,0.7370512523561857
30,0.14054044467363844,0.42162133402091534,2.29591241173129,0.7370512523561857
31,0.15078129284818947,0.45234387854456837,2.371626761780506,0.7033021093351517
32,0.15078129284818947,0.45234387854456837,2.443001484153066,0.7467044268900199
33,0.1554785532197063,0.45099561502125485,2.5278277962894764,0.8222963339590817
34,0.17877059410505683,0.44919440505766733,2.632698033797648,0.7601192801572038
35,0.17877059410505683,0.44919440505766733,2.632698033797648,0.7601192801572038
36,0.24461822954035065,0.48450221469706095,2.6456576166308006,0.7724160942182791
37,0.2603106317773369,0.47831870473752497,2.7131336885422255,0.8284288901990642
38,0.2603106317773369,0.47831870473752497,2.731830830327705,0.8539053047377537
